importer,country_cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
76,7,-1.294470778733823,0.7685147161107689,-0.8809068684257252,-0.1504501810710687,-0.21784792410437953,-0.1631318567281323,-0.07472747011420189,-0.16783840635548283,0.21915177970204575,0.008924286289460953,0.10533760724192502,0.026473472134567202,0.14638697732669237,-0.09528180034267618,-0.47875915098861616,0.0036485711104722123
100,4,-0.48499189682085614,-0.5683991488242011,0.3028862751494872,0.11452177693872986,-0.08681836147992955,0.30775741401798823,-0.10721014727687068,-0.1367072980517266,-0.2695196847581131,0.05163122333686413,-0.12435203324895992,-0.30891956770286916,0.16044044398554047,-0.9270304332859457,0.4554181271307222,0.4131758384337796
104,7,-1.3223684863786667,-0.313580381236763,-0.7345968247211241,0.06762942674737285,-0.14573085083417608,0.15753446834563156,0.36743578832064533,-0.3800558536596123,0.2818316511938833,-0.22321294758674018,-0.26810378929574197,-0.038918451316426794,-0.014610007716522346,0.11546584835501555,-0.19475296379399315,0.1228958079047551
112,4,-0.6305760021210195,-0.6294640998435644,0.16318274101550465,0.15002074931816503,-0.4761432014430127,0.18366307920179764,-0.20427819651311963,-0.02449818152739858,-0.2715468425875372,0.23724157650746414,-0.1956886096938405,-0.2332895122740906,0.08776671832677883,-0.6848045881946708,0.4381995393706394,0.5269501118131773
116,7,-0.29634064060353216,-1.149628174583479,-2.1131903573029516,0.5498009427057604,1.6641125584431509,0.9298272638529781,-0.6308686026134254,-0.48149412328193575,-0.6546287106003649,0.04861389392413753,-1.6920827346201726,-0.4685196467039509,-0.8723546941270297,1.6014340459159646,-0.5776970714465625,0.31218811202145796
124,2,2.8176771302636863,1.146941250199071,0.2880482697695048,-0.36985160258785416,-0.33899242866344287,-0.8932817446051865,0.41880774336721655,-0.2661219280141542,1.1514575544258765,0.0735233850357296,0.1256174431557136,0.43099888809803394,0.15283100838481806,0.2481610003377571,-0.33424329208044606,-0.7226984924898177
144,7,-1.2506510592907694,-0.2470133710109405,-0.8051289599934606,0.03517289955105895,-0.4126378244552893,0.16007050864518949,0.3777870243182651,-0.37026409272844163,0.19194175303991184,-0.20433493293518606,-0.16694958096571733,-0.06297796429434627,0.1068670320122179,-0.06676379296835705,-0.23923139066315202,-0.1980401370349358
152,7,-1.302669082235716,-0.10522003677810815,-0.492891862527597,0.033948751649914614,-0.14100354729432302,0.04574127498135396,0.1874753808697711,-0.6254662733668989,0.5054331807770224,-0.02814271906742197,-0.409581355930384,0.0029612782916351734,0.06880890020187047,0.3827496073303144,-0.5545344616522299,-0.2657930364672284
156,1,-1.5733208647647543,6.635054408781775,-1.959020952514302,-1.2904920997190115,2.4657524038644056,-1.4321409419742661,-1.0603657467497196,1.8312726511210893,-0.036994963280997224,0.09672162539919274,1.4057704739226604,0.5540668893966253,-0.849970392491038,0.2766989593589405,0.27156932370685566,1.7773260524583308
170,7,-1.2745816112856303,-0.045782898770732605,-0.7764183821449383,0.021817507902938866,-0.22925398652534096,0.1307977954281221,0.2329651529488474,-0.5747260995108419,0.262447926419841,-0.09347521294094757,-0.044859789933680456,-0.003684378138467253,0.2500409736217465,-0.029021804473938265,-0.28498080587180896,-0.22545806035300056
